ClientId,EGT FreeSpin,FreeSpin SayYo,FreeSpin_0 Playtech,FreeSpin_0 Popok,FreeSpin_0 TopGame,FreeSpin,CasinoWageringCost,LoyaltyCost,HarmonyFreespin,CasinoCashback,CasinoCorrection,CasinoNGR,CasinoGGR
2234579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146904046,-7.317650176,5.163383320905268e-16
2239659,9.0368375,0.0,0.0,10.10707377,0.0,8.5906527,8.534238,0.0,0.0,0.0,0.34581212299999997,-106.65347399700003,-63.07314990400006
2244109,4.3948737,0.0,0.0,13.858777539999998,0.0,8.0595813,0.0,0.0,0.0,0.0,0.0,-27.027389519999996,-0.7141569799999985
2245527,1.2865497000000001,0.0,0.0,7.10647216,0.363975,5.23861285,0.0,0.0,0.0,0.0,80.952814557,-209.91560957700005,-103.22468531000003
2246071,4.8915834,0.0,0.0,35.0661193,0.0,6.2873897,16.075181,0.0,0.0,4.18234292775,0.733895628,-194.83254594574998,-120.55659398999997
2247192,13.0220871,0.0,0.0,7.99278261,1.49113152,8.5150969,8.0388315,0.0,0.0,0.0,1.7166075169999997,-82.920776547,-38.29411775000003
2247706,1.9172761,0.0,0.0,5.58819516,0.465014,0.0692035,21.976166,0.0,0.0,4.5181047423,16.576891543,-43.349618245899954,10.110542799400072
2259009,2.0393329,0.3572657,0.0,18.47765634,0.0,17.456745,0.0,0.0,0.0,0.0,0.15048298100000002,-44.28991863100001,-5.808435710000008
2262219,0.1832744,0.0,0.0,9.330439120000001,0.0,0.5205762,3.2446820000000005,0.0,0.0,0.0,4.737420101,46.544775379,66.8520972
2267415,12.7169187,0.0,0.0,36.99196262,0.0,5.608385,9.543869999999998,0.0,0.0,18.2392380263,10.581928516,-180.30543805739975,-76.91226415509983
2268328,4.718859500000001,0.0,0.0,3.43739468,0.0,1.5442033,0.0,0.0,0.0,0.0,289.228238007,-295.661613224,3.2670822629999954
2278892,4.7124804000000005,0.0,0.0,3.7642417,0.0,2.0967196,0.0,0.0,0.0,0.0,0.50858765,19.200868540000005,30.282897890000008
2280226,12.03025725,0.0,0.0,8.24226246,0.271432,4.7119125,0.0,0.0,0.0,0.0,0.0,-44.37820345,-10.732635940000003
2282658,0.3075696,0.0,0.0,0.0,0.0,2.3422608,0.0,0.0,0.0,0.0,7.30277476,-10.952206360000002,-0.9996012000000001
2288649,5.4265441,0.0,0.0,6.70610552,0.0,7.4275779,0.0,0.0,0.0,0.0,20.906953831,-6.8694289609999615,34.34390963000004
2297785,3.3400241999999998,0.0,0.0,8.15329342,0.0,1.3939683999999999,2.4335115000000003,0.0,0.0,0.0,2.52520868,-1.130622449999998,16.715383749999994
2306266,0.1614593,0.0,0.0,0.49901708,0.0,0.0,0.0,0.0,0.0,0.0,10.237996184,-5.191460064000001,5.707012499999999
2322152,14.580544,0.0,0.0,7.83568801,0.0,13.9793477,28.288469,0.0,0.0,6.9682578809999995,9.581761992,28.716365467000024,119.17253405000002
2327011,3.5874164,0.0,0.0,7.42425573,0.0,1.4825114,0.0,0.0,0.0,0.0,0.23135400000000003,-115.40584123000002,-102.68030370000002
2327390,6.9981692,0.0,0.0,8.40121681,0.17502225000000002,2.259078,3.229828,0.0,0.0,0.0,10.603197246,-38.498559906000004,2.7300716000000005
2343965,3.6077509,0.0,0.0,5.9822954600000005,0.0,0.1887268,0.0,0.0,0.0,0.0,47.543852060999996,-97.22253482100001,-39.89990959999999
2346517,5.64778565,0.0,0.0,9.14940983,0.0,4.499394199999999,0.0,0.0,0.0,83.4880533315,1383.660222098,-1199.4686361295003,289.4151989800002
